trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
10141,66,7,66,0.8,17.86,5.83,453.9,201,334,192,440,4,1,500,87.4352740783799,90,-90
10174,66,7,70,0.51,19,8.78,474.83,257,319,152,333,4,1,0,88.4624298566387,90,-90
10215,66,7,64,-0.23,12.23,-10.6,312.08,195,322,177,368,4,1,500,91.0773897010224,90,-90
20242,66,7,68,0.16,16.7,-1.41,418.29,239,326,185,379,4,1,500,89.4510751951835,90,-90
20298,66,7,66,-0.4,18.15,-9.78,462.4,275,399,165,428,4,1,300,91.2625125302073,90,-90
20333,66,7,64,2,13,48.62,340.35,223,328,136,359,4,1,300,81.2538377374448,90,-90
30389,66,7,68,-0.09,15.16,-11.08,375.61,233,349,188,394,4,1,500,90.3401424523276,90,-90
30429,66,7,72,-0.56,18.78,-24.7,457.35,175,273,158,310,4,1,200,91.7079942350452,90,-90
30458,66,7,66,0.28,14.97,-0.6,372.68,213,321,151,363,4,1,300,88.9284603983411,90,-90
40490,66,7,70,0.05,15.34,0,380.44,211,291,159,327,4,1,400,89.8132477946208,90,-90
40553,66,7,70,-1.36,12.06,-40.18,291.55,117,222,170,274,4,1,500,96.4340337030564,90,-90
40563,66,7,66,1.08,11.41,29.1,281.08,231,317,167,367,4,1,400,84.5928458166814,90,-90
50640,66,7,70,1.09,12.58,30.66,297.16,171,301,165,341,4,1,500,85.0479480067701,90,-90
50651,66,7,68,-0.33,17.68,-8.26,442.42,387,520,156,553,4,1,100,91.0693106317588,90,-90
50684,66,7,68,-1.66,12.71,-47.68,313.84,237,348,169,363,4,1,300,97.4410436677473,90,-90
28,66,8,72,12.58,15.49,311.38,370.03,233,313,148,331,4,1,100,50.9186760451573,45,-135
73,66,8,100,14.68,16.09,376.92,350.48,265,357,155,381,4,1,400,47.6236780633825,45,-135
119,66,8,70,13.63,18.26,348.49,441.77,423,339,127,344,1,4,500,53.2608570001008,45,-135
10153,66,8,72,12.48,14.24,311.28,338.89,239,312,150,347,4,1,300,48.7685297091354,45,-135
10168,66,8,78,14.12,17.47,351.33,404.49,267,299,125,324,1,4,0,51.0533766401128,45,-135
10234,66,8,78,15.6,21.24,393.8,501.94,341,343,144,354,4,1,200,53.7040845862669,45,-135
20278,66,8,104,13.91,12.79,355.99,260.83,219,277,130,291,4,1,500,42.597989730762,45,-135
20295,66,8,88,16.28,17.59,420.07,378.84,293,358,131,366,1,4,0,47.214941769466,45,-135
20338,66,8,72,16.23,17.79,417.81,424.72,245,266,105,280,4,1,400,47.6254805130827,45,-135
30364,66,8,96,16.3,15.31,421.14,321.62,245,321,137,333,4,1,200,43.206128241188,45,-135
30402,66,8,80,15.03,11.68,377.44,253,257,308,117,311,4,1,0,37.8512237107186,45,-135
30464,66,8,90,13.72,18.33,353.49,388.31,243,285,130,304,4,1,300,53.18515593388,45,-135
40503,66,8,106,13.56,15.01,345.58,303.1,247,309,121,323,4,1,0,47.9054133094902,45,-135
40542,66,8,72,16.69,12.17,426.62,279.12,361,297,123,345,4,1,300,36.0987508987379,45,-135
40567,66,8,84,14.38,13.7,364.85,293.21,279,327,139,372,4,1,0,43.6127665019472,45,-135
50624,66,8,76,13.48,14.72,334.03,340.33,227,281,134,306,4,1,400,47.5177670177184,45,-135
50673,66,8,88,16.99,12.25,424.89,261.12,257,321,129,325,4,1,200,35.7920696357518,45,-135
50714,66,8,74,14.91,12.53,368.49,288.65,221,195,123,213,1,4,500,40.0428739303193,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
12,66,1,60,2.79,-5,69.09,-119.86,77,310,79,338,4,1,300,-60.8384827807957,-0,-180
52,66,1,64,16.76,-3.91,430.8,-116.97,221,279,135,293,1,4,300,-13.131860894793,-0,-180
81,66,1,66,14.69,3.83,367.54,87.92,275,344,144,360,4,1,300,14.6129349863944,-0,-180
10157,66,1,64,14.09,-2.59,364.89,-73.47,265,311,129,332,1,4,0,-10.4157390795609,-0,-180
10168,66,1,64,13.63,-4.12,350.22,-122.91,293,309,116,328,1,4,300,-16.8187226808106,-0,-180
10239,66,1,70,17.94,-5.28,438.25,-131.16,403,368,231,638,4,1,200,-16.3999143660621,-0,-180
20263,66,1,68,14.54,-4.32,356.47,-120.35,469,403,126,468,1,4,400,-16.5472855893077,-0,-180
20294,66,1,66,16.56,-1.07,426.55,-37.6,281,320,122,332,1,4,400,-3.69694328803551,-0,-180
10,66,2,84,-25.15,16.74,-665.83,374.91,261,332,143,373,1,4,400,146.352011437914,-45,135
64,66,2,78,-18.57,12.92,-484.75,287.38,289,289,123,326,1,4,400,145.171894997821,-45,135
82,66,2,68,-17.74,9.2,-452.95,216.67,353,316,112,342,1,4,400,152.588653738566,-45,135
10126,66,2,88,-18.29,10.12,-507.5,213.99,279,291,115,318,1,4,100,151.043901628039,-45,135
10166,66,2,92,-21.52,10.91,-577.01,254.01,269,311,120,335,1,4,0,153.116347216055,-45,135
10236,66,2,70,-20.48,19.69,-533.65,482.37,299,312,124,334,1,4,200,136.126657497059,-45,135
20255,66,2,82,-21.3,12.63,-557.25,295.01,247,288,121,331,1,4,0,149.333850284018,-45,135
20285,66,2,70,-20.34,12.16,-532.46,288.03,239,265,138,309,1,4,400,149.127465503258,-45,135
1,66,3,66,-2.05,-20.42,-67.73,-527.43,255,346,120,350,1,4,400,-95.7328169538932,-90,90
49,66,3,68,1.61,-17.06,28.38,-461.25,243,295,160,340,1,4,200,-84.6088039856338,-90,90
111,66,3,62,-1.1,-13.63,-31.08,-361.8,291,348,110,355,1,4,500,-94.6140174396307,-90,90
10122,66,3,60,-3.16,-15.15,-89.21,-414.51,281,298,149,326,1,4,300,-101.781880445092,-90,90
10174,66,3,68,1.47,-19.87,22.5,-487.88,225,318,140,327,1,4,200,-85.7689159715091,-90,90
10240,66,3,62,-1.42,-21.98,-39.65,-594.57,237,288,148,315,1,4,500,-93.6964103159973,-90,90
20248,66,3,70,-0.99,-24.19,-36.91,-604.94,235,301,156,330,1,4,200,-92.3435793485888,-90,90
20300,66,3,72,0.24,-13.48,-2.43,-347.94,321,321,149,371,1,4,400,-88.9800048669238,-90,90
3,66,4,68,-18.81,-20.22,-501.9,-515.63,265,309,168,353,4,1,500,-132.931029163087,-135,45
55,66,4,66,-15.69,-21.82,-396.49,-559.86,289,375,134,399,4,1,0,-125.718592970139,-135,45
110,66,4,66,-17.7,-20.48,-459.97,-525.5,267,334,138,359,4,1,400,-130.835472276359,-135,45
10144,66,4,66,-18.71,-13.59,-477.56,-349.09,251,300,147,344,4,1,300,-144.007237611569,-135,45
10200,66,4,66,-15.9,-21.98,-409.53,-580.56,293,361,122,388,4,1,0,-125.881409061215,-135,45
10217,66,4,66,-19.45,-12.94,-507.65,-320.74,263,298,135,333,4,1,200,-146.364350863938,-135,45
20271,66,4,66,-16.86,-22.21,-425.94,-580.72,245,344,139,395,4,1,500,-127.202769968703,-135,45
20299,66,4,68,-14.84,-21.28,-379.53,-540.15,241,340,137,367,4,1,400,-124.890701507505,-135,45
15,66,5,66,16.93,-4.1,434.11,-117.79,-19,211,172,267,4,1,400,-13.6134334996284,-180,0
59,66,5,64,15.64,-3.69,399.54,-110.88,227,294,125,315,4,1,0,-13.2752273030359,-180,0
98,66,5,64,13.67,-5.4,353.74,-160.38,275,266,173,308,4,1,200,-21.5552888898408,-180,0
10158,66,5,68,15.96,-1.19,401.91,-48.61,229,254,129,286,4,1,400,-4.26416334915273,-180,0
10187,66,5,66,16.72,-5.1,420.34,-147.01,207,280,119,304,4,1,300,-16.9629599322116,-180,0
10207,66,5,66,14.49,-3.06,372.11,-103.83,241,296,130,301,4,1,400,-11.9245239376119,-180,0
20262,66,5,64,11.11,-5.59,285.2,-158.56,261,305,104,315,4,1,0,-26.7092689439155,-180,0
20293,66,5,64,14.17,-2.87,364.89,-96.57,241,301,128,328,4,1,0,-11.4498296500567,-180,0
16,66,6,64,12.66,-17.9,317.07,-469.88,253,332,138,354,4,1,0,-54.7296600663143,135,-45
65,66,6,92,11.38,-38.06,169.42,-1170.24,269,394,146,424,4,1,100,-73.3532522460238,135,-45
83,66,6,68,-20.2,11.54,-530.66,279.85,387,370,133,400,4,1,0,150.261228297779,135,-45
10153,66,6,66,10.35,-20.9,266.27,-558.03,293,347,122,363,4,1,300,-63.6546822787798,135,-45
10180,66,6,70,12.67,-23.02,294.73,-577.43,265,357,144,380,4,1,200,-61.1720109321479,135,-45
10233,66,6,64,12.09,-19.25,305.81,-497.05,237,325,140,333,4,1,200,-57.8690445221341,135,-45
20256,66,6,66,14.21,-20.14,367.72,-538.16,241,321,122,333,4,1,0,-54.7946950716782,135,-45
20283,66,6,66,14.38,-19.57,360.99,-491.65,249,312,145,328,4,1,400,-53.6916226531661,135,-45
28,66,7,62,-0.07,13.12,-6.23,338.26,195,367,126,369,4,1,200,90.3056910449813,90,-90
47,66,7,62,-0.91,14.73,-32.08,389.01,183,285,161,331,4,1,500,93.5351649221848,90,-90
116,66,7,64,0.05,10.49,-8.9,271.28,199,318,141,357,4,1,300,89.726904930323,90,-90
10136,66,7,64,0.43,19.06,5.33,506.4,43,185,156,243,4,1,200,88.7076072080716,90,-90
10161,66,7,66,-0.35,14.27,-21.73,366.37,233,315,121,845,4,2048,200,91.4050107262006,90,-90
10211,66,7,72,-2.13,12.95,-57.2,302.51,223,310,150,314,4,1,500,99.3403095837791,90,-90
20258,66,7,60,-2.13,10.67,-60.56,280.55,197,336,129,355,4,1,200,101.289277904074,90,-90
20302,66,7,68,1.12,16.82,22.02,419.67,235,309,154,320,4,1,300,86.1904469697815,90,-90
5,66,8,70,15.01,12.2,378.47,298.11,315,322,111,327,4,1,300,39.1039168271582,45,-135
63,66,8,76,15.93,14.97,398.39,353.47,255,331,94,338,4,1,200,43.2205093321422,45,-135
115,66,8,76,16.77,12.76,434.31,294.01,287,317,105,352,4,1,200,37.2668723019518,45,-135
10159,66,8,68,15.8,15.13,400.75,367.53,321,299,114,312,4,1,400,43.7590633813639,45,-135
10169,66,8,70,15.54,18.86,386.16,460.33,275,287,121,293,1,4,300,50.5126354562924,45,-135
10218,66,8,78,17.54,14.49,468.58,326.63,303,283,119,298,1,4,500,39.5605121305832,45,-135
20267,66,8,86,13.66,14.41,340.51,303.53,273,302,118,797,1,256,100,46.5305170338781,45,-135
20306,66,8,86,18.6,17.96,477.88,396.93,407,267,127,283,1,4,500,43.9971128579874,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
26,66,1,64,15.32,-1.09,387.93,-36.18,263,363,146,373,4,1,500,-4.06966953925487,-0,-180
50,66,1,66,16.39,-3.67,414.19,-111.76,271,333,136,346,1,4,0,-12.6213096945127,-0,-180
100,66,1,66,17.14,-2.92,444.31,-82.89,249,319,166,384,1,4,100,-9.66818739828881,-0,-180
10144,66,1,64,13.98,-3.12,358.28,-84.48,331,328,131,354,1,4,0,-12.5808711019216,-0,-180
10170,66,1,64,16.48,-2.28,423.33,-77.51,261,297,144,314,1,4,100,-7.87684146241371,-0,-180
10208,66,1,64,14.67,-3.92,380.22,-119.88,283,304,133,313,1,4,100,-14.9605839916431,-0,-180
20255,66,1,64,14.07,-4.84,358.53,-137.76,261,282,159,317,1,4,500,-18.982925754872,-0,-180
20298,66,1,66,13.68,-2.1,343.64,-70.08,263,303,124,319,1,4,0,-8.72727769517277,-0,-180
20336,66,1,68,15.25,-0.88,383.12,-53.6,287,319,140,319,1,4,100,-3.30258579634328,-0,-180
30376,66,1,60,1.33,-8.56,28.15,-238.03,-15,343,131,361,1,4,500,-81.1683517334988,-0,-180
30424,66,1,68,14.46,-4.35,361.24,-135.54,295,312,127,323,1,4,200,-16.7428566172077,-0,-180
30476,66,1,70,13.96,-2.98,332.22,-79.36,351,291,124,333,1,4,400,-12.0499027720443,-0,-180
40502,66,1,66,17.48,-2.33,439.24,-101.28,285,270,112,273,1,4,0,-7.59249633346118,-0,-180
40523,66,1,74,14.02,1.42,360.11,13.65,313,333,128,363,1,4,0,5.78341643052904,-0,-180
40585,66,1,66,14.89,-2.33,374.28,-65.53,251,331,98,353,4,1,200,-8.89357074300535,-0,-180
16,66,2,80,-20.8,11.57,-556.24,265.3,235,319,207,394,1,4,0,150.915000264775,-45,135
47,66,2,74,-19.56,9.49,-530.14,215.12,285,304,156,344,1,4,500,154.118552510301,-45,135
93,66,2,86,-21.85,19.95,-595.58,460.4,301,304,195,404,1,4,300,137.6025622025,-45,135
10152,66,2,98,-20.32,13.79,-551.73,307.38,283,293,174,351,1,4,400,145.837547435174,-45,135
10178,66,2,82,-19.72,11.1,-540.06,233.97,271,265,152,310,1,4,400,150.625695753462,-45,135
10211,66,2,70,-17.93,10.74,-466.8,266.23,255,299,147,365,1,4,500,149.078555925617,-45,135
20243,66,2,74,-21.35,12.7,-564.51,295.9,261,272,155,307,1,4,500,149.253796296987,-45,135
20310,66,2,76,-20.2,10.57,-533.93,229.77,261,283,147,343,1,4,500,152.378407170893,-45,135
20350,66,2,78,-20.65,11.63,-549.16,259.5,303,298,126,326,1,4,100,150.611957013992,-45,135
30368,66,2,106,-16.92,12.8,-452.02,268.74,71,288,181,364,1,4,500,142.892451539558,-45,135
30403,66,2,80,-20.44,14.27,-550.44,321.49,239,292,136,337,1,4,200,145.079531232303,-45,135
30467,66,2,74,-20.44,11.68,-525.24,285.35,275,299,134,324,1,4,400,150.255118703058,-45,135
40514,66,2,84,-22.66,12.22,-587.29,269.95,273,314,138,359,1,4,400,151.663068854493,-45,135
40522,66,2,74,-25.31,12.92,-634.24,294.88,265,307,130,386,1,4,400,152.957044213088,-45,135
40562,66,2,70,-20.13,14.24,-540.81,341.54,313,320,125,365,1,4,0,144.724339645684,-45,135
21,66,3,60,-2.53,-10.34,-72.93,-269.39,159,200,157,217,1,4,500,-103.749048983419,-90,90
54,66,3,64,1.16,-14.52,24.93,-372.8,253,337,152,345,1,4,0,-85.4323522295642,-90,90
95,66,3,62,-0.47,-13.28,-15.73,-356.17,315,343,158,401,1,4,200,-92.0269413692732,-90,90
10154,66,3,60,-1.02,-9.94,-33.35,-259.4,457,316,177,371,1,4,500,-95.858938779663,-90,90
10177,66,3,64,-1.08,-14.45,-42.41,-375.58,333,357,183,426,1,4,100,-94.2743670671437,-90,90
10206,66,3,66,-1.15,-19.74,-40.6,-494.49,7,141,167,162,1,4,400,-93.3341315066805,-90,90
20275,66,3,68,-0.56,-21.76,-23.01,-558.31,281,378,155,418,1,4,100,-91.4741983384408,-90,90
20288,66,3,66,-1.18,-10.18,-32.95,-251.45,259,280,156,318,1,4,0,-96.6118507337828,-90,90
20357,66,3,64,-1.96,-14.14,-52.75,-356.64,287,327,176,381,1,4,0,-97.8917024282357,-90,90
30377,66,3,64,1.21,-16.81,15.41,-449.9,255,387,142,421,4,1,0,-85.882895371423,-90,90
30416,66,3,60,-0.47,-12.63,-20.93,-335.83,399,435,136,465,1,4,100,-92.1311635945513,-90,90
30453,66,3,60,1.48,-13.18,35.78,-349.72,309,350,190,461,1,4,100,-83.5930188660922,-90,90
40499,66,3,66,-0.47,-20.93,-32.26,-529.35,253,374,114,376,4,1,100,-91.2864066556623,-90,90
40537,66,3,54,-1.33,-10.63,-40.66,-310.37,317,333,144,356,1,4,200,-97.131650108223,-90,90
40575,66,3,62,0.5,-14.21,8.65,-377.22,267,313,152,343,1,4,200,-87.9847941131091,-90,90
20,66,4,68,-19.92,-18,-509.42,-453.97,293,345,192,364,4,1,300,-137.898576799282,-135,45
45,66,4,72,-18.16,-17.91,-470.58,-431.39,281,375,176,436,4,1,200,-135.397108830575,-135,45
116,66,4,66,-17.47,-17.3,-445.8,-443.57,273,343,182,366,4,1,200,-135.280132439016,-135,45
10135,66,4,66,-21.2,-23.49,-546.97,-602.95,315,405,178,463,4,1,0,-132.06662167662,-135,45
10165,66,4,68,-20.41,-19.72,-522.81,-489.1,259,331,152,378,4,1,0,-135.985053392282,-135,45
10214,66,4,72,-19.69,-16.34,-509.55,-381.58,251,327,179,378,4,1,300,-140.311979131115,-135,45
20268,66,4,66,-15.8,-21.21,-414.05,-536.78,281,380,140,406,4,1,0,-126.683591699391,-135,45
20286,66,4,66,-16.46,-20.79,-421.29,-530.81,287,417,140,445,4,1,400,-128.369603006378,-135,45
20325,66,4,66,-17.19,-17.15,-447.22,-433.44,-55,141,166,189,4,1,400,-135.066739375189,-135,45
30367,66,4,68,-15.27,-16.89,-399.88,-432.83,275,313,170,341,4,1,200,-132.116269463805,-135,45
30410,66,4,64,-19.81,-21.29,-507.72,-546.88,245,324,187,409,4,1,500,-132.937685408022,-135,45
30457,66,4,62,-14.5,-17.78,-380.22,-471.58,291,333,154,381,4,1,200,-129.198037321005,-135,45
40520,66,4,70,-15.41,-19.7,-390.28,-482.35,267,332,172,381,4,1,200,-128.033708446921,-135,45
40541,66,4,64,-19.46,-19.67,-508.33,-517.03,231,308,157,358,4,1,500,-134.692512185422,-135,45
40578,66,4,50,-29.29,-10.32,483.2,-1585.7,203,290,143,339,4,1,0,-160.590667560336,-135,45
30,66,5,70,15.53,-1.84,380.76,-64.96,227,331,162,352,4,1,0,-6.75692511383832,-180,0
42,66,5,66,15.67,-1.81,391.37,-67.19,245,337,187,349,4,1,200,-6.58888371043209,-180,0
101,66,5,64,13.99,-4.13,363.46,-113.17,263,312,179,342,4,1,200,-16.4471730237949,-180,0
10138,66,5,66,16.44,-2.73,419.85,-83.86,237,299,166,351,4,1,0,-9.42840935048068,-180,0
10161,66,5,66,15.33,-4.49,388.94,-120.81,237,316,155,347,4,1,200,-16.3247673472708,-180,0
10209,66,5,66,15.75,-1.79,403.72,-66.71,239,283,168,320,4,1,200,-6.48388993022909,-180,0
20261,66,5,66,15.18,-1.08,379.82,-42.68,239,300,158,333,4,1,300,-4.06952246031024,-180,0
20304,66,5,66,12.82,-3.17,316.42,-83.76,249,314,160,356,4,1,0,-13.8889268204394,-180,0
20347,66,5,62,10.79,-6.16,276.08,-162.42,231,244,129,264,4,1,300,-29.7220018813616,-180,0
30366,66,5,64,13.66,-5.62,347.73,-163.15,243,249,160,288,4,1,300,-22.3632560483197,-180,0
30427,66,5,66,15.74,-4.49,397.37,-115.47,265,297,129,317,4,1,500,-15.9213543701447,-180,0
30455,66,5,82,11.45,1.03,304.98,-0.8,93,209,114,225,4,1,0,5.14028265246015,-180,0
40497,66,5,64,14.45,-4.95,369.02,-129.92,263,162,230,259,4,1,300,-18.9094371848292,-180,0
40526,66,5,64,13.48,-1.87,349.13,-63.26,255,310,149,354,4,1,400,-7.89789585234066,-180,0
40586,66,5,68,15.26,-3.1,374.35,-95.16,227,288,177,339,4,1,0,-11.4831181818865,-180,0
29,66,6,70,12.68,-19.22,306.66,-481.42,247,391,180,422,4,1,0,-56.585988056578,135,-45
52,66,6,66,15.21,-19.26,383.04,-499.13,253,369,151,381,4,1,100,-51.7011569442401,135,-45
107,66,6,68,15.11,-20.69,379.89,-505.73,243,367,208,397,4,1,500,-53.859176285753,135,-45
10124,66,6,74,13.31,-23.88,327.82,-559.98,387,450,179,579,1,4,400,-60.8660079032312,135,-45
10173,66,6,64,11.82,-12.85,298.65,-337.74,265,354,153,362,4,1,500,-47.3907741444804,135,-45
10201,66,6,70,12.82,-20.65,306.44,-509.95,301,397,176,415,4,1,100,-58.1670283424493,135,-45
20247,66,6,72,7.95,-19.95,182.15,-528.86,283,348,139,366,4,1,200,-68.272904064082,135,-45
20292,66,6,68,14.19,-21.68,357.35,-548.03,257,372,144,387,4,1,100,-56.7944388635261,135,-45
20329,66,6,74,-20.47,14.31,-543.51,326.63,339,311,149,318,4,1,400,145.043687469294,135,-45
30375,66,6,68,13.99,-21.49,338.17,-546.86,213,314,195,359,4,1,500,-56.9358538934618,135,-45
30428,66,6,68,13.3,-12.57,332.29,-314.44,279,365,172,393,4,1,400,-43.3836558576771,135,-45
30469,66,6,68,11.67,-19.05,295.81,-471.83,255,303,183,329,4,1,400,-58.5084299372979,135,-45
40503,66,6,70,10.56,-20.25,257.78,-496.07,247,325,143,347,4,1,200,-62.4587932192171,135,-45
40536,66,6,74,-31.77,31.37,-796.65,746.5,291,123,175,165,4,1,400,135.362971257722,135,-45
40565,66,6,66,13.21,-17.79,337.88,-466.53,239,331,156,350,1,4,500,-53.4041932603522,135,-45
5,66,7,64,-2.49,11.44,-64.63,290.2,177,349,166,369,4,1,300,102.279327940904,90,-90
53,66,7,68,0.7,11.31,9.5,275.03,219,317,183,341,4,1,300,86.4583597512613,90,-90
94,66,7,68,1.65,14.77,36.33,363.97,187,301,205,324,4,1,400,83.6257492421927,90,-90
10129,66,7,60,-1.45,10.56,-39.8,271.9,197,344,142,350,1,4,400,97.8184261184052,90,-90
10169,66,7,64,-0.29,-15.99,-18.58,-421.35,5,185,154,220,4,1,300,-91.039021552702,90,-90
10215,66,7,66,-1.14,15.79,-45.38,400.62,183,269,159,292,4,1,200,94.1294524263149,90,-90
20272,66,7,64,-1.83,7.82,-49.38,194.03,193,335,182,354,4,1,500,103.171075470958,90,-90
20309,66,7,62,1.25,9.94,24.78,262.15,185,309,160,331,4,1,200,82.8324214852143,90,-90
20338,66,7,66,-1.39,10.18,-49.77,249.89,207,300,179,336,4,1,400,97.7752121813896,90,-90
30389,66,7,66,-0.04,11.69,-14.23,294.26,189,323,173,353,4,1,0,90.1960498063441,90,-90
30425,66,7,66,-0.28,15.43,-7.53,396.89,241,345,144,350,4,1,0,91.0396019232216,90,-90
30444,66,7,68,-1.14,15.2,-41.99,376.56,307,358,166,379,4,1,300,94.289153328819,90,-90
40517,66,7,62,-1.57,-14.22,-47.61,-365.51,233,321,143,329,4,1,100,-96.3003876600233,90,-90
40524,66,7,70,1.58,16.25,39.58,396.24,221,268,147,270,4,1,300,84.446543845297,90,-90
40572,66,7,68,0.98,13.49,21,332.62,223,332,137,852,4,2048,200,85.8449667491009,90,-90
6,66,8,76,16.93,14.17,408.67,304.5,363,311,133,313,4,1,500,39.928516089555,45,-135
51,66,8,78,14.75,10.77,378.26,241.47,323,364,144,384,4,1,500,36.1357787803687,45,-135
83,66,8,70,17.91,14.32,455.93,342.83,331,323,161,330,1,4,500,38.6441995152504,45,-135
10148,66,8,110,13.83,14.02,355.76,275.56,251,269,137,284,1,4,500,45.3908807619085,45,-135
10174,66,8,78,17.38,15.5,439.79,349.74,283,321,164,325,1,4,500,41.7275270511966,45,-135
10218,66,8,72,16.79,13.95,432.92,332.41,375,286,165,321,1,4,300,39.721554817928,45,-135
20248,66,8,80,16.23,15.25,413.84,360.52,261,309,124,311,1,4,200,43.2169080179208,45,-135
20289,66,8,76,16.09,18.94,402.92,444.6,419,293,146,327,1,4,300,49.6512732778226,45,-135
20358,66,8,82,12,15.94,295.81,368.81,295,300,143,321,1,4,500,53.0267219499818,45,-135
30361,66,8,72,16.03,13.37,404.6,329.49,355,321,139,330,4,1,300,39.8301721124421,45,-135
30412,66,8,86,16.75,14.04,420.62,304.95,287,342,127,365,1,4,400,39.9700400720524,45,-135
30468,66,8,72,16.22,20.21,397.44,482.57,293,313,127,327,1,4,0,51.2504135835432,45,-135
40519,66,8,78,14.53,13.08,349.76,274.77,357,336,132,338,4,1,100,41.9937476390679,45,-135
40548,66,8,72,14.99,13.5,378.01,320.96,261,312,139,317,4,1,200,42.0062125693876,45,-135
40561,66,8,74,14,11.93,346.99,274.82,349,302,119,319,1,4,400,40.4357394272444,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
24,66,1,66,15.41,-3.86,388.6,-105.88,275,307,109,323,1,4,500,-14.0624858078532,-0,-180
67,66,1,66,15.01,-2.6,384.22,-84.62,277,295,141,335,4,1,200,-9.82714039359309,-0,-180
107,66,1,66,16.88,-4.66,432.83,-139.87,291,311,128,339,1,4,500,-15.4330375106189,-0,-180
10131,66,1,84,13.48,3.16,345.38,48.9,243,317,116,323,4,1,100,13.1931288759425,-0,-180
10185,66,1,64,13.17,-3.11,339.96,-104.06,289,309,122,334,1,4,0,-13.2865834524531,-0,-180
10207,66,1,68,17.81,-6.16,452.02,-163.02,283,309,144,341,1,4,500,-19.0791266173022,-0,-180
20242,66,1,66,17.03,-2.81,440.53,-74.48,379,338,119,342,1,4,300,-9.36954885813675,-0,-180
20315,66,1,66,16.86,-2.48,429.67,-88.59,331,310,149,360,1,4,400,-8.36784281344898,-0,-180
20336,66,1,66,13.38,-2.78,333.43,-80.71,269,321,129,335,1,4,400,-11.7375049808536,-0,-180
30390,66,1,114,10.21,-6.58,268.85,-129.94,345,319,114,337,1,4,200,-32.8004123801516,-0,-180
30414,66,1,68,14.29,-2.25,350.79,-61.11,373,316,131,361,1,4,400,-8.94791773429789,-0,-180
30460,66,1,82,15.2,-3.4,402.7,-72.06,277,124,142,168,1,4,300,-12.6086067933662,-0,-180
40510,66,1,70,12.74,-4.2,301.75,-123.31,299,315,123,325,1,4,0,-18.2458545275783,-0,-180
40533,66,1,68,17.19,-3.64,431.69,-114.19,261,298,131,304,4,1,0,-11.9558336450564,-0,-180
40582,66,1,64,14.92,-3.5,383.74,-99.06,291,299,124,325,1,4,500,-13.2019859189333,-0,-180
23,66,2,64,-19.04,9.94,-493.13,241.85,325,328,124,356,1,4,200,152.432792499084,-45,135
42,66,2,96,-20.05,11.35,-543.38,244.42,255,342,125,371,1,4,100,150.48645975886,-45,135
110,66,2,106,-21.05,12.77,-573.08,261.17,267,326,123,358,1,4,300,148.756870886365,-45,135
10148,66,2,70,-21.83,12.64,-575.11,304.08,293,300,164,354,1,4,300,149.928313454146,-45,135
10174,66,2,80,-18.27,14.18,-482.33,310.28,285,321,158,377,1,4,200,142.183683173818,-45,135
10220,66,2,90,-20.12,12.75,-545.01,269.95,255,283,151,345,1,4,100,147.637654246957,-45,135
20262,66,2,68,15.6,-18.9,398.47,-465.6,287,290,144,332,1,4,500,-50.4638428132366,-45,135
20303,66,2,101013,99998.5,100002.6,-3.3,15.73,-102626,274,145,314,1,4,500,45.0011745570198,-45,135
20337,66,2,70,-19.9,14.54,-521.21,356.92,281,305,148,342,1,4,300,143.846146070869,-45,135
30371,66,2,76,-20.65,13.6,-557.02,331.12,247,315,124,346,1,4,200,146.631273914108,-45,135
30425,66,2,78,-19.48,15.48,-502.68,363.29,339,441,141,527,1,4,0,141.527197141034,-45,135
30452,66,2,72,-20.38,13.47,-534.21,318.31,273,277,120,323,1,4,100,146.537605240623,-45,135
40503,66,2,60,1.67,-5.69,42.68,-144.26,19,667,120,726,1,4,500,-73.6431751817359,-45,135
40530,66,2,102,-22.08,19.25,-596.81,433.67,257,298,179,371,1,4,500,138.917114758299,-45,135
40567,66,2,244,-19.18,6.26,-501.25,125.42,147,280,132,361,1,4,500,161.924267658628,-45,135
