trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
80838,66,1,66,13.82,-0.27,344.57,-18.23,287,336,137,343,4,1,300,-1.11923970230267,-0,-180
1,66,2,72,-21.18,8.09,-567.87,192.01,587,342,178,381,1,4,300,159.094937261547,-45,135
71,66,2,76,-21.38,9.33,-555.47,193.69,271,299,139,333,1,4,0,156.424065873508,-45,135
95,66,2,106,-21.13,15.56,-582.28,295.02,559,347,136,359,1,4,100,143.632300975209,-45,135
30161,66,2,68,-14.55,8.18,-377.32,193.3,281,278,146,331,1,4,300,150.655335369473,-45,135
30231,66,2,76,-16.24,11.24,-428.83,249.21,269,277,131,324,1,4,500,145.312185495178,-45,135
30269,66,2,70,-16.87,11.52,-435.88,278.78,295,328,127,357,1,4,400,145.672042480487,-45,135
40302,66,2,90,-18.81,11.57,-497.78,247.67,247,295,133,338,1,4,500,148.404395776559,-45,135
40338,66,2,78,-16.33,13.02,-433.22,304.53,249,278,120,309,1,4,200,141.434449280656,-45,135
40364,66,2,72,-18.53,11.49,-469.8,272.85,279,328,116,857,1,4096,300,148.197960383915,-45,135
50402,66,2,74,-17.72,8.48,-466.65,200.03,269,289,142,339,1,4,0,154.426306904268,-45,135
50440,66,2,74,-19.01,10.47,-499.42,251.37,289,314,139,358,1,4,0,151.155664108409,-45,135
50512,66,2,78,-18.24,13.46,-478.2,297.45,295,316,116,318,1,4,200,143.574952123316,-45,135
60553,66,2,72,-17.02,15.83,-444.37,376.59,287,257,152,307,1,4,500,137.074647692389,-45,135
60561,66,2,74,-16.38,13.14,-418.6,304.53,251,284,132,325,1,4,500,141.263490614335,-45,135
60631,66,2,78,-18.8,8.71,-498.74,194.58,255,280,153,316,1,4,300,155.141810931415,-45,135
70640,66,2,74,-17.89,13.26,-467.52,310.96,255,293,153,330,1,4,0,143.454298113723,-45,135
70703,66,2,76,-17.31,11.8,-453.97,273.32,241,283,112,286,1,4,400,145.718258709873,-45,135
70730,66,2,68,13.34,-16.86,330.86,-432.83,333,295,131,333,1,4,300,-51.6481858505969,-45,135
80780,66,2,72,-16.36,12.09,-428.49,285.67,261,286,109,298,1,4,0,143.535689535231,-45,135
80815,66,2,102725,99999.5,100001.61,0,22.28,-102406,303,111,317,1,4,200,45.0006044671191,-45,135
80850,66,2,78,-18.38,16.67,-493.13,387.85,241,271,149,314,1,4,400,137.793100123247,-45,135
7,66,3,70,-1.7,-16.33,-43.58,-403.59,233,370,156,385,4,1,100,-95.9432474483347,-90,90
74,66,3,64,-0.9,-16.97,-30.78,-443.02,265,333,146,358,1,4,400,-93.0358241878667,-90,90
90,66,3,62,-0.84,-10.99,-29.56,-286.83,271,301,146,324,1,4,100,-94.3707970379075,-90,90
30194,66,3,64,-0.53,-16.02,-22.4,-420,267,304,107,308,4,1,200,-91.8948621301697,-90,90
30219,66,3,62,1.26,-13.44,27.43,-349.74,305,351,164,397,1,4,100,-84.6441749571448,-90,90
30271,66,3,60,1.66,-11.88,34.52,-316.06,335,389,129,409,1,4,0,-82.0455266957827,-90,90
40312,66,3,60,-0.72,-10.95,-23.03,-285.65,249,267,122,291,1,4,400,-93.7619783042636,-90,90
40318,66,3,62,-2.79,-9.39,-72.19,-241.38,329,349,121,359,1,4,200,-106.547979693785,-90,90
40384,66,3,66,-1.53,-19.58,-48.9,-506.85,255,365,126,456,4,1,300,-94.4680679627671,-90,90
50424,66,3,66,-0.06,-16.1,-12.21,-402.92,235,333,131,378,4,1,300,-90.2135236556545,-90,90
50472,66,3,62,1.57,-14.21,36.49,-374.86,385,457,109,465,1,4,0,-83.6952142619504,-90,90
50482,66,3,64,-0.43,-16.53,-18.25,-422.1,231,304,118,314,4,1,100,-91.4901167684065,-90,90
60552,66,3,64,1.58,-12.99,29.31,-352.45,389,466,127,472,4,1,0,-83.0650637388716,-90,90
60562,66,3,62,2.25,-12.44,51.26,-324.93,323,347,130,366,1,4,0,-79.7478523372075,-90,90
60630,66,3,70,0.26,-19.56,-5.13,-472.12,221,318,128,326,4,1,500,-89.2384445094835,-90,90
70643,66,3,64,-0.45,-17.91,-29.68,-460.85,553,648,159,671,1,4,200,-91.4392896278824,-90,90
70687,66,3,62,-0.83,-14.45,-26.26,-385.81,281,371,114,377,4,1,400,-93.2874256395798,-90,90
70733,66,3,60,0.39,-13.94,5.48,-380.69,169,205,124,220,4,1,500,-88.39745145396,-90,90
80756,66,3,60,-2.16,-9.23,-62.2,-241.73,309,349,140,372,1,4,0,-103.171301248151,-90,90
80827,66,3,64,0.89,-13.73,10.07,-353.01,243,324,114,330,4,1,0,-86.2911870672746,-90,90
24,66,4,70,-17.11,-15.51,-442.09,-357.7,291,353,177,378,4,1,0,-137.80808814254,-135,45
64,66,4,64,-16.07,-16.24,-415.62,-415.74,279,333,168,346,4,1,500,-134.69853937987,-135,45
105,66,4,66,-17.66,-17.97,-448.78,-465.78,283,330,168,359,4,1,400,-134.501508742998,-135,45
30193,66,4,68,-13.94,-14.58,-357.4,-363.94,301,374,165,518,4,1,100,-133.714475962616,-135,45
30230,66,4,66,-15.1,-17.59,-386.65,-454.97,377,389,203,522,4,1,100,-130.644186719162,-135,45
30274,66,4,68,-14.61,-15.16,-359.73,-368.56,401,369,198,495,4,1,0,-133.941582327361,-135,45
40307,66,4,70,-15.25,-16.55,-385.69,-386.93,261,365,136,413,4,1,300,-132.659023217027,-135,45
40319,66,4,66,-14.47,-16,-373.39,-413.79,261,328,139,348,4,1,500,-132.125402785896,-135,45
40378,66,4,68,-15.3,-19.24,-397.03,-482.4,295,374,174,460,4,1,400,-128.492362361199,-135,45
50412,66,4,70,14.08,13.28,351.14,311.55,295,266,174,306,4,1,500,43.3251620094708,-135,45
50474,66,4,70,-17.07,-21.34,-437.24,-527.53,283,370,201,483,4,1,500,-128.656533835331,-135,45
50514,66,4,76,-13.29,-17.86,-324.11,-395.06,353,388,171,487,4,1,100,-126.65370760728,-135,45
60554,66,4,66,-14.93,-17.93,-385.17,-461.45,279,342,148,424,4,1,500,-129.783562068676,-135,45
60573,66,4,66,-14.98,-17.16,-373.14,-434.92,271,346,151,409,4,1,0,-131.119670886726,-135,45
60599,66,4,68,-13.7,-16.94,-351.1,-411.94,247,319,150,379,4,1,300,-128.963740004293,-135,45
70671,66,4,68,-17.19,-17.55,-437.24,-434.22,457,493,158,575,4,1,0,-134.406282603787,-135,45
70700,66,4,64,-14.61,-14.47,489.82,568.69,277,352,152,364,4,1,100,-135.275837247611,-135,45
70746,66,4,66,-13.05,-17.64,-340.64,-455.85,253,304,160,384,4,1,200,-126.493884802777,-135,45
80767,66,4,68,-14.09,-18.21,-358.8,-452.17,223,261,150,321,4,1,500,-127.730936969678,-135,45
80834,66,4,64,-14.3,-16.25,-367.06,-421.9,297,364,165,451,4,1,400,-131.347777219694,-135,45
11,66,5,68,14.7,-2.1,360.24,-64.63,251,349,183,399,4,1,200,-8.13010235415598,-180,0
55,66,5,64,14.94,-1.69,383.32,-52.81,229,311,162,334,4,1,300,-6.45381525078743,-180,0
100,66,5,64,12.86,-1.73,324.29,-59.15,269,317,134,348,4,1,200,-7.66175491504349,-180,0
30174,66,5,64,12.57,-0.65,318.36,-27.69,219,277,164,288,4,1,0,-2.96015234489261,-180,0
30215,66,5,66,12.54,-1.7,311.96,-50.22,243,322,133,346,4,1,300,-7.7203049289633,-180,0
30267,66,5,66,13.43,-1.5,339.23,-46.73,215,285,200,325,4,1,0,-6.37296696964488,-180,0
40310,66,5,64,13.14,-3.51,335.8,-102.03,251,284,174,333,4,1,300,-14.955839930074,-180,0
40317,66,5,64,12.1,-3.52,307.36,-99.01,275,308,133,323,4,1,500,-16.2201936956028,-180,0
40360,66,5,66,12.11,-1.86,300.96,-62.54,215,286,141,322,4,1,200,-8.73194053662623,-180,0
50411,66,5,66,11.71,-1.13,290.75,-29.71,251,215,147,244,1,4,300,-5.51190265763585,-180,0
50444,66,5,64,10.88,-2.63,275.35,-72.67,257,293,178,323,4,1,400,-13.5893082075748,-180,0
50513,66,5,66,11.65,-1.26,292.44,-47.53,239,310,137,349,4,1,400,-6.17280279937839,-180,0
60536,66,5,64,11.69,-4.12,298.41,-111.57,237,278,156,316,4,1,200,-19.4143933980182,-180,0
60588,66,5,64,8.62,-4.58,218.81,-128.63,251,281,177,319,4,1,300,-27.9827141837559,-180,0
60606,66,5,0,0.16,0.18,305.85,54.56,-13,191,171,253,4,1,300,48.3664606634298,-180,0
70648,66,5,66,13.34,-0.99,334.64,-45.36,253,304,169,341,4,1,500,-4.24430508445053,-180,0
70675,66,5,64,13.55,-0.97,338.88,-31.01,213,292,135,308,4,1,200,-4.09463169250023,-180,0
70715,66,5,62,-10.66,-2.27,-277.96,-54.65,373,259,214,299,4,1,300,-167.978675474275,-180,0
80790,66,5,66,13.38,-1.77,337.08,-51.93,491,95,232,157,4,1,500,-7.53573174766687,-180,0
80820,66,5,66,11.44,0.07,282.92,-4.59,225,298,149,334,4,1,0,0.35058168815587,-180,0
35,66,6,66,13.51,-14.84,340.9,-377.72,263,375,211,378,1,4,200,-47.6859807944339,135,-45
70,66,6,68,13.78,-16.51,333.5,-437.47,277,341,177,377,4,1,100,-50.1500823380198,135,-45
99,66,6,72,13.97,-20.5,352.11,-502.02,251,369,160,387,4,1,500,-55.727001343195,135,-45
30155,66,6,68,-15.57,8.55,-399.27,204.7,345,303,159,324,4,1,300,151.227361043516,135,-45
30216,66,6,74,-16.88,14.1,-428.4,334.65,329,299,142,330,4,1,200,140.127720613843,135,-45
30263,66,6,64,12.03,-15.2,300.81,-400.4,257,328,147,347,4,1,200,-51.6402394113588,135,-45
40277,66,6,66,11.72,-17.96,295.65,-464.23,247,329,140,339,4,1,0,-56.8730906498431,135,-45
40345,66,6,64,10.32,-15.1,257.23,-409.17,233,336,149,366,4,1,200,-55.6495917943374,135,-45
40356,66,6,66,11.98,-18.09,291.71,-466.87,227,316,186,370,4,1,400,-56.4857083137564,135,-45
50429,66,6,66,10.33,-16.27,256.08,-428.49,243,321,158,346,4,1,0,-57.5880917642182,135,-45
50442,66,6,66,11.01,-17.79,277.11,-451.07,253,314,179,370,4,1,200,-58.2471729318216,135,-45
50486,66,6,68,11.93,-19.45,290.61,-489.45,221,327,142,341,4,1,500,-58.4763957314907,135,-45
60541,66,6,70,11.04,-20.65,270.49,-554.65,241,321,145,349,4,1,100,-61.8699395115268,135,-45
60576,66,6,68,10.39,-17.54,253,-442.83,229,311,142,345,4,1,300,-59.3591825254021,135,-45
60601,66,6,66,10.91,-14.51,271.51,-381.08,237,294,143,334,4,1,100,-53.0606682607203,135,-45
70639,66,6,72,11.68,-18.71,279.88,-478.43,253,343,146,360,4,1,200,-58.0249057921055,135,-45
70694,66,6,66,12.02,-16.15,293.85,-404.74,255,320,162,344,4,1,0,-53.3407058008572,135,-45
70736,66,6,66,9.52,-19.32,239.49,-502.28,277,380,151,395,4,1,0,-63.7680600668434,135,-45
80759,66,6,64,10.68,-19.23,269.81,-502.91,253,359,143,382,4,1,100,-60.9529857511253,135,-45
80830,66,6,66,11.37,-16.49,280.16,-436,261,339,160,357,4,1,300,-55.4133953370259,135,-45
80848,66,6,66,10.47,-16.64,256.95,-426.15,241,334,168,349,4,1,400,-57.8216209487892,135,-45
25,66,7,62,0.02,9.74,-2.58,250.9,205,316,182,346,4,1,300,89.8823496940741,90,-90
60,66,7,58,-3.9,8.61,-100.28,232.06,221,349,171,401,4,1,500,114.368704259574,90,-90
85,66,7,64,1.39,12.29,31.95,311.48,183,262,152,274,4,1,200,83.5472631176523,90,-90
30162,66,7,66,1.17,10.74,26.15,267.92,217,321,156,349,4,1,200,83.7827980856064,90,-90
30233,66,7,64,0.04,14.39,-4.23,373.65,161,233,180,267,4,1,300,89.840734866037,90,-90
30273,66,7,72,-4.68,17.71,-125.81,432.57,221,314,157,357,4,1,300,104.802468143511,90,-90
40311,66,7,70,0.52,14.2,8.97,342.36,257,325,158,368,4,1,0,87.9027818180483,90,-90
40331,66,7,64,1.68,11.98,41.8,300.81,191,321,155,341,4,1,0,82.0172561179071,90,-90
40365,66,7,64,0,11.66,-2.98,300.93,207,324,190,417,4,1,100,90,90,-90
50431,66,7,64,0.32,14.41,5,369.06,163,222,158,247,4,1,500,88.7278531246557,90,-90
50471,66,7,64,1.9,12.36,51.19,322.88,45,222,175,307,4,1,200,81.2608046366703,90,-90
50487,66,7,66,-0.86,11.16,-27.35,268.87,221,298,171,337,4,1,400,94.4065573187004,90,-90
60526,66,7,70,2.52,14.72,59.83,358.64,247,325,172,364,4,1,100,80.2853862498961,90,-90
60579,66,7,62,-0.56,10.73,-15.19,277.44,187,314,189,360,4,1,200,92.9875631250657,90,-90
60634,66,7,58,0.17,8.88,2.76,232.5,219,349,159,366,4,1,0,88.9032553100632,90,-90
70653,66,7,62,-2.72,7.01,-72.67,178.22,245,315,162,341,1,4,100,111.207105599813,90,-90
70707,66,7,64,0.7,12,11.63,303.39,171,331,193,401,4,1,0,86.6615294562357,90,-90
70737,66,7,64,0.23,12.56,6.02,323.56,167,279,175,297,4,1,100,88.9509111007479,90,-90
80779,66,7,68,-0.3,12.67,-11.3,316.28,217,289,155,307,4,1,0,91.3563948433323,90,-90
80805,66,7,64,0.83,13.28,17.02,338.3,225,272,165,284,4,1,500,86.4236656250027,90,-90
16,66,8,70,16.07,15.37,399.56,384.33,585,331,115,339,4,1,500,43.7245413351049,45,-135
47,66,8,70,14.82,12.59,365.09,297.84,319,361,128,367,1,4,0,40.3488215701965,45,-135
89,66,8,76,18.39,14.36,457.83,326.28,289,305,150,312,4,1,400,37.9848239388643,45,-135
30163,66,8,72,12.67,14.02,317.98,329.31,277,324,134,345,4,1,100,47.8955953404018,45,-135
30234,66,8,68,13.86,13.99,358.04,342.88,449,420,160,439,4,1,100,45.2674469385792,45,-135
30237,66,8,86,11.56,16.96,295.41,383.56,241,293,147,343,4,1,200,55.7215100211229,45,-135
40314,66,8,74,11.8,16.52,295.39,391.72,267,297,121,305,4,1,100,54.4623222080256,45,-135
40348,66,8,74,13.5,13.75,330.33,315.27,263,292,124,295,4,1,200,45.5256346064576,45,-135
40385,66,8,72,12.72,16.4,320.26,393.33,239,295,126,297,1,4,0,52.2024953814766,45,-135
50428,66,8,80,13.7,15.3,342.6,336.6,247,318,161,394,4,1,100,48.1579447964393,45,-135
50457,66,8,78,11.8,15.74,308.24,369.51,219,254,151,301,4,1,200,53.1417525734979,45,-135
50501,66,8,108,13.5,16.43,341.06,357.08,207,268,145,342,4,1,300,50.5911599614023,45,-135
60515,66,8,70,12.31,10.1,305.88,232.81,301,299,130,302,4,1,500,39.3678907144732,45,-135
60590,66,8,74,14.53,13.25,363.01,310.05,329,283,129,300,4,1,400,42.361887550258,45,-135
60597,66,8,78,12.07,12.34,299.98,269.28,257,284,163,339,4,1,300,45.6337250970833,45,-135
70649,66,8,70,15.24,13.5,379.94,330.56,317,303,138,309,4,1,500,41.5353821989736,45,-135
70684,66,8,72,13.1,18.86,332.53,462,257,309,140,360,4,1,200,55.2164758312074,45,-135
70728,66,8,80,11.3,12.07,289.53,264.74,273,312,136,367,4,1,100,46.8871115141575,45,-135
80757,66,8,70,14.47,17.36,366.87,418.74,305,322,130,326,1,4,0,50.1879368359805,45,-135
80796,66,8,76,13.49,16.89,344.36,386.86,261,302,125,304,4,1,300,51.3857269992841,45,-135
80842,66,8,76,12.17,16.05,301.06,373.88,311,320,140,336,4,1,500,52.8285783465359,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
8,66,1,94,13.04,-19.99,113.7,-1021.75,221,323,188,339,4,1,300,-56.882538283535,-0,-180
49,66,1,64,12.3,-3.58,314.43,-100.71,271,320,157,330,1,4,0,-16.2280020004296,-0,-180
103,66,1,62,9.75,-4.23,250.28,-128.12,249,330,130,341,1,4,100,-23.4534255100984,-0,-180
10150,66,1,64,12.85,-1.84,329.71,-64.81,285,312,168,371,1,4,300,-8.14882850432691,-0,-180
10162,66,1,82,12.99,2.08,346.78,28.39,273,353,135,361,1,4,0,9.0971578502651,-0,-180
10203,66,1,64,15.4,-6.33,393.93,-170.32,265,334,125,357,4,1,300,-22.3445720298124,-0,-180
20274,66,1,64,16,-1.93,410.14,-70.43,263,317,135,325,4,1,100,-6.87807231863163,-0,-180
20288,66,1,66,16.8,-2.57,431.59,-85.01,235,310,128,315,1,4,500,-8.69746316849609,-0,-180
20335,66,1,68,16.55,-3.05,416.77,-109.11,259,291,147,311,1,4,400,-10.4418810242747,-0,-180
30391,66,1,64,14.31,-2.09,369.22,-71.44,285,299,129,309,1,4,300,-8.30939620901519,-0,-180
30403,66,1,66,15.17,-4.2,386.41,-119.87,285,304,123,332,1,4,200,-15.4754000485558,-0,-180
30456,66,1,66,14.81,-2.84,373.76,-85.73,253,298,136,301,1,4,500,-10.855391021527,-0,-180
40491,66,1,66,14.69,-2.57,369.75,-87.33,271,341,132,349,4,1,500,-9.92340716159319,-0,-180
40544,66,1,66,14.87,-1.05,372.04,-36.33,255,309,129,309,1,4,0,-4.03906379821395,-0,-180
40568,66,1,64,14.68,-2.81,373.19,-73.28,297,281,134,295,1,4,500,-10.8363001569227,-0,-180
50621,66,1,66,16.06,-3.38,407.17,-101.03,255,335,142,348,1,4,0,-11.8850619949761,-0,-180
50662,66,1,70,15.18,-2.35,374.02,-63.83,267,310,162,336,1,4,400,-8.8000436469264,-0,-180
50683,66,1,64,15.22,-1.56,389.41,-56.33,229,313,143,317,1,4,300,-5.85219272054095,-0,-180
21,66,2,76,-16.6,10.69,-422.44,234.77,317,328,170,345,1,4,300,147.21944065962,-45,135
41,66,2,103101,100000.15,100002.09,-3.65,-16.35,-102666,360,145,378,1,4,500,45.0005557628367,-45,135
113,66,2,72,-18.05,11.83,-462.95,273.22,307,332,169,385,1,4,0,146.7590997985,-45,135
10129,66,2,76,-19.73,13.97,-520.23,331.21,273,299,158,341,1,4,300,144.699262434481,-45,135
10176,66,2,106,-17.43,13.4,-464.31,280.3,357,329,157,377,1,4,500,142.447297424026,-45,135
10222,66,2,78,-21.55,10.54,-563.71,227.47,267,287,170,342,1,4,500,153.936968346544,-45,135
20247,66,2,106,-20.32,15.62,-553.97,328.11,293,301,154,350,1,4,300,142.450490207435,-45,135
20283,66,2,74,-19.88,14.23,-511.03,329.46,313,290,133,326,1,4,300,144.405110902339,-45,135
20325,66,2,78,-15.94,15.44,-430.19,354.19,245,289,140,314,1,4,100,135.912857416153,-45,135
30362,66,2,76,-19.52,12.65,-529.14,289.66,269,285,147,332,1,4,100,147.054612691472,-45,135
30418,66,2,0,-100000.1,-100004.98,0,0,-99999,351,131,374,1,4,300,-134.998602018489,-45,135
30450,66,2,72,13.64,-23.49,334.1,-559.49,415,286,137,334,1,4,500,-59.8574375928137,-45,135
40497,66,2,74,-21.29,10.51,-553.64,251.85,307,292,146,355,1,4,500,153.726335658443,-45,135
40546,66,2,101343,99999.98,100000.78,-9.06,6.21,-102966,307,136,330,1,4,500,45.0002291822472,-45,135
40583,66,2,82,-18.89,13.62,-503.94,299.4,303,317,119,331,1,4,400,144.207777665118,-45,135
50609,66,2,70,-20.75,15.26,-551.88,382.67,305,333,130,361,1,4,400,143.668430147103,-45,135
50678,66,2,101101,100000.04,100001.93,-6.67,15.26,-102406,293,159,323,1,4,200,45.0005414397832,-45,135
50695,66,2,74,-19.21,9.46,-493.42,216.6,301,335,157,406,1,4,0,153.781974154593,-45,135
3,66,3,66,-1.37,-18.91,-49.01,-483.2,257,303,206,370,1,4,100,-94.14375009011,-90,90
54,66,3,68,0.4,-21.18,-4.31,-533.98,259,351,148,377,1,4,300,-88.9180553531276,-90,90
84,66,3,60,-0.29,-11.55,-13.38,-307.94,271,311,162,347,1,4,200,-91.4382931362174,-90,90
10146,66,3,64,0.83,-21.25,18.58,-557.76,249,397,180,472,1,4,500,-87.7632312619097,-90,90
10166,66,3,66,1.57,-15.81,44.98,-411.2,395,473,139,489,1,4,100,-84.3288791162071,-90,90
10232,66,3,66,0.21,-22.8,-2.69,-582.83,-17,245,114,261,4,1,500,-89.4722906372028,-90,90
20277,66,3,68,-0.2,-22.87,-16.06,-581,229,310,114,316,4,1,100,-90.5010434541993,-90,90
20300,66,3,72,1.05,-20.12,10.28,-543.76,323,487,111,504,1,4,0,-87.012622147758,-90,90
20334,66,3,66,0.19,-21.15,-3.65,-548.58,225,354,129,376,1,4,300,-89.4852999870345,-90,90
30387,66,3,68,-0.25,-20.96,-23.9,-529.33,259,337,108,350,1,4,0,-90.6833619118252,-90,90
30431,66,3,62,-0.3,-16.14,-15.73,-435.1,251,301,121,317,1,4,100,-91.064854693459,-90,90
30470,66,3,68,-1.4,-19.28,-48.28,-487.4,197,307,152,345,1,4,500,-94.1531924874157,-90,90
40484,66,3,62,0.36,-13.99,3.17,-380.64,259,294,136,320,1,4,100,-88.5259521310679,-90,90
40523,66,3,68,0.4,-19.98,-4.66,-499.9,255,318,157,354,1,4,200,-88.8530905582727,-90,90
40562,66,3,68,2.68,-21.65,54.25,-565.66,223,325,122,395,4,1,500,-82.9433945447756,-90,90
50631,66,3,68,0.31,-15.35,-1.56,-381.78,279,325,124,345,1,4,400,-88.8430438108427,-90,90
50677,66,3,66,0.72,-15.72,11.93,-401.49,353,417,144,434,1,4,100,-87.3775985394589,-90,90
50708,66,3,66,-0.56,-15.11,-34.15,-377.78,331,454,125,475,4,1,200,-92.1224988831252,-90,90
31,66,4,68,-15.98,-19.5,-412.64,-498.2,291,364,194,451,4,1,100,-129.334179174954,-135,45
45,66,4,70,-15.81,-20.68,-392.32,-498.37,269,369,185,422,4,1,100,-127.398157247925,-135,45
87,66,4,68,-13.91,-13.74,-359.28,-338.36,301,363,169,422,4,1,100,-135.352266176781,-135,45
10155,66,4,68,-15.71,-22.24,-406.08,-555.56,217,335,155,362,4,1,400,-125.236806165686,-135,45
10165,66,4,70,-15.57,-20.86,-411.14,-518.4,249,338,145,376,4,1,200,-126.737829236994,-135,45
10211,66,4,66,-18.21,-24.74,-473.2,-638.27,231,314,152,348,4,1,500,-126.355111213657,-135,45
20259,66,4,66,-18.53,-24.28,-487.53,-639.87,251,327,142,383,4,1,200,-127.350133912957,-135,45
20284,66,4,70,-15.11,-17.91,-390.51,-435.56,253,319,139,361,4,1,100,-130.153079618627,-135,45
20330,66,4,64,-15.41,-17.88,-396.36,-461.45,259,314,157,372,4,1,400,-130.75663159514,-135,45
30392,66,4,106,-16.16,-23.97,1205.02,-2706.45,9,444,123,455,4,1,500,-123.986905711931,-135,45
30435,66,4,64,-15.73,-18.61,-409.31,-488.2,189,239,152,309,4,1,100,-130.205981718008,-135,45
30443,66,4,68,-14.21,-19.63,-367.11,-491.47,229,293,153,344,4,1,300,-125.900478416327,-135,45
40498,66,4,66,-17.73,-18.47,-453.76,-485.75,245,293,145,317,4,1,300,-133.828923411299,-135,45
40528,66,4,66,-18.38,-20.75,-473.82,-543.58,245,307,139,341,4,1,0,-131.533981175235,-135,45
40591,66,4,70,-20.22,-22.68,-508.21,-556.17,243,322,154,405,4,1,500,-131.718101757233,-135,45
50616,66,4,68,-20.38,-21.59,-545.94,-537.2,243,281,156,331,4,1,300,-133.348613416748,-135,45
50676,66,4,70,-17.42,-18.7,-445.4,-462.07,325,386,175,448,4,1,400,-132.970434078911,-135,45
50709,66,4,68,-20.06,-21.06,-514.9,-519.49,303,369,144,405,4,1,100,-133.606894740096,-135,45
9,66,5,64,12.33,-1.29,313.17,-42.83,235,300,187,322,4,1,100,-5.97271984485809,-180,0
69,66,5,64,13.06,-2.57,336.31,-78.53,281,327,202,371,4,1,500,-11.1326512702422,-180,0
82,66,5,70,10.64,2.81,277.16,54.65,217,326,160,354,4,1,0,14.7939129373227,-180,0
10145,66,5,64,12.41,-3.99,314.44,-112.09,235,330,150,356,4,1,0,-17.823372269284,-180,0
10173,66,5,66,13.1,-5.42,327.76,-153.29,263,325,141,349,4,1,200,-22.4768589586406,-180,0
10224,66,5,66,16.58,-3.16,424.31,-104.33,273,331,172,373,4,1,0,-10.7906495974311,-180,0
20249,66,5,64,15.84,-8.05,410.62,-219.19,229,297,149,336,4,1,300,-26.9399993275841,-180,0
20296,66,5,66,14.28,-4.09,358.33,-103.03,247,282,210,355,4,1,400,-15.982483971995,-180,0
20328,66,5,66,13.59,-6.15,338.97,-170.99,235,263,146,302,4,1,200,-24.3485890570432,-180,0
30386,66,5,66,14.45,-6.75,363.87,-187.83,253,294,185,332,4,1,400,-25.0385964238473,-180,0
30419,66,5,64,13.75,-1.53,356.53,-55.31,227,267,182,287,4,1,300,-6.34933858164208,-180,0
30462,66,5,64,16.18,-5.26,419.59,-160.72,239,300,165,352,4,1,100,-18.0089657462789,-180,0
40499,66,5,62,14.33,-4.5,371.72,-125.66,241,320,139,347,4,1,0,-17.4336715896037,-180,0
40524,66,5,64,12.2,-0.93,309.98,-32.47,225,303,159,344,4,1,0,-4.35919846132286,-180,0
40598,66,5,64,12.77,-7.34,325.17,-190.19,357,183,218,287,4,1,300,-29.8896282214588,-180,0
50635,66,5,78,14.68,2.96,389.34,41.63,3,63,181,113,4,1,400,11.3999729124909,-180,0
50653,66,5,66,16.04,-5.32,403.32,-166.38,237,289,124,299,4,1,0,-18.3491767619749,-180,0
50691,66,5,64,12.72,-5.02,322.74,-131.16,261,295,161,337,4,1,500,-21.5368735464756,-180,0
27,66,6,44,-23.83,3.13,1229.86,-1758.58,239,382,207,415,4,1,300,172.517203849745,135,-45
52,66,6,70,11.12,-23.95,280.96,-584.93,253,358,179,381,4,1,500,-65.0945283141936,135,-45
102,66,6,74,-17,19.26,-438.9,468.37,383,335,180,401,4,1,0,131.433503161308,135,-45
10132,66,6,68,-16.18,14.44,-427.35,363.42,345,302,150,343,4,1,200,138.252369501724,135,-45
10171,66,6,66,12.15,-23.91,300.13,-628.15,251,329,164,364,4,1,400,-63.0623452043445,135,-45
10210,66,6,70,11.81,-22.01,299.48,-572.68,313,406,145,419,4,1,500,-61.7831371266901,135,-45
20272,66,6,68,14.1,-22.52,354.1,-579.98,225,300,173,341,4,1,500,-57.948900868072,135,-45
20287,66,6,66,12.69,-24.03,324.43,-607.2,273,361,140,384,4,1,300,-62.1619188028653,135,-45
20332,66,6,68,14.18,-21.84,367.06,-561.57,235,324,160,346,4,1,400,-57.005650182269,135,-45
30384,66,6,72,13.58,-22.06,329.04,-583.76,281,363,132,389,4,1,0,-58.3838038415959,135,-45
30406,66,6,66,12.66,-19.81,322.14,-497.82,235,337,140,363,4,1,300,-57.4185266007212,135,-45
30455,66,6,68,13.68,-22.06,338.64,-550.7,267,350,163,380,4,1,200,-58.195834399748,135,-45
40494,66,6,66,14.09,-18.7,350.79,-492.88,239,349,136,367,4,1,0,-53.0028547400692,135,-45
40545,66,6,70,15.15,-22.58,373.74,-581.4,241,346,149,372,4,1,100,-56.1404534083485,135,-45
40589,66,6,68,11.01,-23.07,265.17,-597.22,249,345,153,381,4,1,400,-64.4875087646161,135,-45
50634,66,6,66,12.35,-20.16,301.68,-509.46,255,374,132,388,4,1,0,-58.50839739351,135,-45
50671,66,6,70,13.31,-24.68,337.42,-609.85,249,349,172,398,4,1,400,-61.6618783291233,135,-45
50704,66,6,70,13.89,-25.85,348.83,-639.49,285,378,140,404,4,1,0,-61.7494943970121,135,-45
7,66,7,66,-0.81,12.24,-20.53,300.85,297,345,212,405,4,1,400,93.7861120353816,90,-90
53,66,7,72,0.95,18.15,16.31,446.81,229,300,171,331,4,1,500,87.0037815466888,90,-90
118,66,7,70,-0.78,18.47,-26.26,447.99,191,344,205,387,4,1,300,92.41820080507,90,-90
